extent,cluster_id,start_date,end_date,heatwave_start,heatwave_end,time_range,lat_range,lon_range,heatwave_length,month,year,spatial_extent
"{'time_range': (26597, 26601), 'lat_range': (35.859375, 52.734375), 'lon_range': (-4.2105263157894965, 2.1052631578947114), 'heatwave_length': 5}",3029,2012-11-14,2012-11-18,26597,26601,"(26597, 26601)","(35.859375, 52.734375)","(-4.2105263157894965, 2.1052631578947114)",5,11,2012,945295.0
"{'time_range': (26603, 26612), 'lat_range': (40.78125, 54.84375), 'lon_range': (-4.2105263157894965, 9.122807017543831), 'heatwave_length': 10}",3030,2012-11-20,2012-11-29,26603,26612,"(26603, 26612)","(40.78125, 54.84375)","(-4.2105263157894965, 9.122807017543831)",10,11,2012,1560385.0
"{'time_range': (26628, 26639), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 12}",3032,2012-12-15,2012-12-26,26628,26639,"(26628, 26639)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",12,12,2012,191705.0
"{'time_range': (26634, 26645), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 12}",3034,2012-12-21,2013-01-01,26634,26645,"(26634, 26645)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",12,12,2012,3248551.0
"{'time_range': (26647, 26655), 'lat_range': (48.515625, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 9}",3038,2013-01-03,2013-01-11,26647,26655,"(26647, 26655)","(48.515625, 54.84375)","(-4.2105263157894965, 9.824561403508744)",9,1,2013,682446.0
"{'time_range': (26648, 26652), 'lat_range': (35.859375, 49.21875), 'lon_range': (-9.122807017543881, -2.4424906541753444e-14), 'heatwave_length': 5}",3039,2013-01-04,2013-01-08,26648,26652,"(26648, 26652)","(35.859375, 49.21875)","(-9.122807017543881, -2.4424906541753444e-14)",5,1,2013,1112808.0
"{'time_range': (26651, 26655), 'lat_range': (45.703125, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 5}",3040,2013-01-07,2013-01-11,26651,26655,"(26651, 26655)","(45.703125, 54.84375)","(-9.824561403508792, -8.421052631578968)",5,1,2013,101607.0
"{'time_range': (26673, 26676), 'lat_range': (36.5625, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 4}",3042,2013-01-29,2013-02-01,26673,26676,"(26673, 26676)","(36.5625, 54.84375)","(-9.824561403508792, 9.824561403508744)",4,1,2013,3108744.0
"{'time_range': (26674, 26677), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3043,2013-01-30,2013-02-02,26674,26677,"(26674, 26677)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,1,2013,191705.0
"{'time_range': (26675, 26677), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",3044,2013-01-31,2013-02-02,26675,26677,"(26675, 26677)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,1,2013,0.0
"{'time_range': (26707, 26712), 'lat_range': (40.78125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 6}",3045,2013-03-04,2013-03-09,26707,26712,"(26707, 26712)","(40.78125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",6,3,2013,1478260.0
"{'time_range': (26710, 26713), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3046,2013-03-07,2013-03-10,26710,26713,"(26710, 26713)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,3,2013,191705.0
"{'time_range': (26720, 26723), 'lat_range': (47.109375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3047,2013-03-17,2013-03-20,26720,26723,"(26720, 26723)","(47.109375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,3,2013,127048.0
"{'time_range': (26725, 26727), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",3048,2013-03-22,2013-03-24,26725,26727,"(26725, 26727)","(47.8125, 54.84375)","(-9.824561403508792, -8.421052631578968)",3,3,2013,76415.0
"{'time_range': (26745, 26754), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 10}",3049,2013-04-11,2013-04-20,26745,26754,"(26745, 26754)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",10,4,2013,191705.0
"{'time_range': (26747, 26756), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 10}",3050,2013-04-13,2013-04-22,26747,26756,"(26747, 26756)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",10,4,2013,3248551.0
"{'time_range': (26757, 26761), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.122807017543881, 8.42105263157892), 'heatwave_length': 5}",3051,2013-04-23,2013-04-27,26757,26761,"(26757, 26761)","(35.859375, 54.84375)","(-9.122807017543881, 8.42105263157892)",5,4,2013,2900492.0
"{'time_range': (26762, 26769), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 8}",3052,2013-04-28,2013-05-05,26762,26769,"(26762, 26769)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",8,4,2013,0.0
"{'time_range': (26764, 26767), 'lat_range': (52.734375, 54.84375), 'lon_range': (-2.4424906541753444e-14, 2.8070175438596237), 'heatwave_length': 4}",3053,2013-04-30,2013-05-03,26764,26767,"(26764, 26767)","(52.734375, 54.84375)","(-2.4424906541753444e-14, 2.8070175438596237)",4,4,2013,43347.0
"{'time_range': (26770, 26772), 'lat_range': (40.078125, 45.703125), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 3}",3054,2013-05-06,2013-05-08,26770,26772,"(26770, 26772)","(40.078125, 45.703125)","(6.315789473684184, 9.824561403508744)",3,5,2013,179194.0
"{'time_range': (26779, 26782), 'lat_range': (54.140625, 54.84375), 'lon_range': (6.315789473684184, 9.824561403508744), 'heatwave_length': 4}",3056,2013-05-15,2013-05-18,26779,26782,"(26779, 26782)","(54.140625, 54.84375)","(6.315789473684184, 9.824561403508744)",4,5,2013,17757.0
"{'time_range': (26801, 26803), 'lat_range': (40.78125, 50.625), 'lon_range': (0.7017543859648876, 5.614035087719271), 'heatwave_length': 3}",3057,2013-06-06,2013-06-08,26801,26803,"(26801, 26803)","(40.78125, 50.625)","(0.7017543859648876, 5.614035087719271)",3,6,2013,418485.0
"{'time_range': (26802, 26804), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",3058,2013-06-07,2013-06-09,26802,26804,"(26802, 26804)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,6,2013,97776.0
"{'time_range': (26808, 26817), 'lat_range': (37.265625, 54.84375), 'lon_range': (-9.122807017543881, 9.824561403508744), 'heatwave_length': 10}",3059,2013-06-13,2013-06-22,26808,26817,"(26808, 26817)","(37.265625, 54.84375)","(-9.122807017543881, 9.824561403508744)",10,6,2013,2864240.0
"{'time_range': (26811, 26814), 'lat_range': (45.703125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3060,2013-06-16,2013-06-19,26811,26814,"(26811, 26814)","(45.703125, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,6,2013,152410.0
"{'time_range': (26819, 26825), 'lat_range': (35.859375, 39.375), 'lon_range': (-7.719298245614056, -2.1052631578947603), 'heatwave_length': 7}",3061,2013-06-24,2013-06-30,26819,26825,"(26819, 26825)","(35.859375, 39.375)","(-7.719298245614056, -2.1052631578947603)",7,6,2013,193735.0
"{'time_range': (26829, 26838), 'lat_range': (35.859375, 50.625), 'lon_range': (-9.824561403508792, 3.508771929824536), 'heatwave_length': 10}",3062,2013-07-04,2013-07-13,26829,26838,"(26829, 26838)","(35.859375, 50.625)","(-9.824561403508792, 3.508771929824536)",10,7,2013,1777237.0
"{'time_range': (26832, 26854), 'lat_range': (40.078125, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 23}",3063,2013-07-07,2013-07-29,26832,26854,"(26832, 26854)","(40.078125, 54.84375)","(-7.719298245614056, 9.824561403508744)",23,7,2013,2170349.0
"{'time_range': (26851, 26854), 'lat_range': (46.40625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3065,2013-07-26,2013-07-29,26851,26854,"(26851, 26854)","(46.40625, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,7,2013,139645.0
"{'time_range': (26856, 26865), 'lat_range': (37.265625, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 10}",3066,2013-07-31,2013-08-09,26856,26865,"(26856, 26865)","(37.265625, 54.84375)","(-7.719298245614056, 9.824561403508744)",10,7,2013,2652074.0
"{'time_range': (26866, 26872), 'lat_range': (35.859375, 47.8125), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 7}",3067,2013-08-10,2013-08-16,26866,26872,"(26866, 26872)","(35.859375, 47.8125)","(-8.421052631578968, -2.1052631578947603)",7,8,2013,697020.0
"{'time_range': (26873, 26875), 'lat_range': (54.84375, 54.84375), 'lon_range': (0.7017543859648876, 6.315789473684184), 'heatwave_length': 3}",3068,2013-08-17,2013-08-19,26873,26875,"(26873, 26875)","(54.84375, 54.84375)","(0.7017543859648876, 6.315789473684184)",3,8,2013,0.0
"{'time_range': (26874, 26880), 'lat_range': (35.859375, 49.921875), 'lon_range': (-9.824561403508792, 6.315789473684184), 'heatwave_length': 7}",3069,2013-08-18,2013-08-24,26874,26880,"(26874, 26880)","(35.859375, 49.921875)","(-9.824561403508792, 6.315789473684184)",7,8,2013,2060730.0
"{'time_range': (26889, 26896), 'lat_range': (35.859375, 54.84375), 'lon_range': (-6.315789473684233, 9.824561403508744), 'heatwave_length': 8}",3070,2013-09-02,2013-09-09,26889,26896,"(26889, 26896)","(35.859375, 54.84375)","(-6.315789473684233, 9.824561403508744)",8,9,2013,2668452.0
"{'time_range': (26907, 26928), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.122807017543881, 5.614035087719271), 'heatwave_length': 22}",3071,2013-09-20,2013-10-11,26907,26928,"(26907, 26928)","(35.859375, 54.84375)","(-9.122807017543881, 5.614035087719271)",22,9,2013,2436413.0
"{'time_range': (26908, 26920), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 13}",3072,2013-09-21,2013-10-03,26908,26920,"(26908, 26920)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",13,9,2013,97776.0
"{'time_range': (26913, 26923), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 11}",3073,2013-09-26,2013-10-06,26913,26923,"(26913, 26923)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",11,9,2013,191705.0
"{'time_range': (26920, 26922), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",3074,2013-10-03,2013-10-05,26920,26922,"(26920, 26922)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",3,10,2013,240528.0
"{'time_range': (26922, 26925), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 4}",3075,2013-10-05,2013-10-08,26922,26925,"(26922, 26925)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",4,10,2013,97776.0
"{'time_range': (26929, 26947), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 19}",3077,2013-10-12,2013-10-30,26929,26947,"(26929, 26947)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",19,10,2013,191705.0
"{'time_range': (26933, 26952), 'lat_range': (36.5625, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 20}",3078,2013-10-16,2013-11-04,26933,26952,"(26933, 26952)","(36.5625, 54.84375)","(-9.824561403508792, 9.824561403508744)",20,10,2013,3108744.0
"{'time_range': (26953, 26958), 'lat_range': (39.375, 54.84375), 'lon_range': (-9.122807017543881, 8.42105263157892), 'heatwave_length': 6}",3079,2013-11-05,2013-11-10,26953,26958,"(26953, 26958)","(39.375, 54.84375)","(-9.122807017543881, 8.42105263157892)",6,11,2013,2288861.0
"{'time_range': (26954, 26958), 'lat_range': (44.296875, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",3080,2013-11-06,2013-11-10,26954,26958,"(26954, 26958)","(44.296875, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,11,2013,178442.0
"{'time_range': (26959, 26963), 'lat_range': (35.859375, 47.8125), 'lon_range': (-9.824561403508792, -2.1052631578947603), 'heatwave_length': 5}",3081,2013-11-11,2013-11-15,26959,26963,"(26959, 26963)","(35.859375, 47.8125)","(-9.824561403508792, -2.1052631578947603)",5,11,2013,851914.0
"{'time_range': (26960, 26962), 'lat_range': (52.734375, 54.84375), 'lon_range': (-3.5087719298245847, 1.4035087719297996), 'heatwave_length': 3}",3082,2013-11-12,2013-11-14,26960,26962,"(26960, 26962)","(52.734375, 54.84375)","(-3.5087719298245847, 1.4035087719297996)",3,11,2013,75857.0
"{'time_range': (26981, 26996), 'lat_range': (40.078125, 54.84375), 'lon_range': (-3.5087719298245847, 9.824561403508744), 'heatwave_length': 16}",3083,2013-12-03,2013-12-18,26981,26996,"(26981, 26996)","(40.078125, 54.84375)","(-3.5087719298245847, 9.824561403508744)",16,12,2013,1649465.0
"{'time_range': (26982, 26986), 'lat_range': (35.859375, 44.296875), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 5}",3084,2013-12-04,2013-12-08,26982,26986,"(26982, 26986)","(35.859375, 44.296875)","(-8.421052631578968, -2.1052631578947603)",5,12,2013,505294.0
"{'time_range': (26988, 26992), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 5}",3085,2013-12-10,2013-12-14,26988,26992,"(26988, 26992)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",5,12,2013,97776.0
"{'time_range': (26992, 26994), 'lat_range': (36.5625, 44.296875), 'lon_range': (-8.421052631578968, -1.4035087719298485), 'heatwave_length': 3}",3086,2013-12-14,2013-12-16,26992,26994,"(26992, 26994)","(36.5625, 44.296875)","(-8.421052631578968, -1.4035087719298485)",3,12,2013,511985.0
"{'time_range': (27000, 27010), 'lat_range': (37.265625, 54.84375), 'lon_range': (-4.912280701754408, 9.824561403508744), 'heatwave_length': 11}",3087,2013-12-22,2014-01-01,27000,27010,"(27000, 27010)","(37.265625, 54.84375)","(-4.912280701754408, 9.824561403508744)",11,12,2013,2227742.0
"{'time_range': (27011, 27024), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 14}",3088,2014-01-02,2014-01-15,27011,27024,"(27011, 27024)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",14,1,2014,3248551.0
"{'time_range': (27015, 27020), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 6}",3089,2014-01-06,2014-01-11,27015,27020,"(27015, 27020)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",6,1,2014,191705.0
"{'time_range': (27026, 27035), 'lat_range': (52.734375, 54.84375), 'lon_range': (-4.2105263157894965, 5.614035087719271), 'heatwave_length': 10}",3090,2014-01-17,2014-01-26,27026,27035,"(27026, 27035)","(52.734375, 54.84375)","(-4.2105263157894965, 5.614035087719271)",10,1,2014,151713.0
"{'time_range': (27034, 27036), 'lat_range': (37.265625, 49.21875), 'lon_range': (-8.421052631578968, -0.7017543859649364), 'heatwave_length': 3}",3093,2014-01-25,2014-01-27,27034,27036,"(27034, 27036)","(37.265625, 49.21875)","(-8.421052631578968, -0.7017543859649364)",3,1,2014,832941.0
"{'time_range': (27046, 27050), 'lat_range': (42.890625, 54.84375), 'lon_range': (1.4035087719297996, 9.824561403508744), 'heatwave_length': 5}",3095,2014-02-06,2014-02-10,27046,27050,"(27046, 27050)","(42.890625, 54.84375)","(1.4035087719297996, 9.824561403508744)",5,2,2014,820526.0
"{'time_range': (27053, 27058), 'lat_range': (40.078125, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 6}",3096,2014-02-13,2014-02-18,27053,27058,"(27053, 27058)","(40.078125, 54.84375)","(-7.719298245614056, 9.824561403508744)",6,2,2014,2170349.0
"{'time_range': (27054, 27058), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",3097,2014-02-14,2014-02-18,27054,27058,"(27054, 27058)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,2,2014,191705.0
"{'time_range': (27060, 27067), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.1052631578947603, 9.824561403508744), 'heatwave_length': 8}",3099,2014-02-20,2014-02-27,27060,27067,"(27060, 27067)","(40.078125, 54.84375)","(-2.1052631578947603, 9.824561403508744)",8,2,2014,1475837.0
"{'time_range': (27075, 27090), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.122807017543881, 9.824561403508744), 'heatwave_length': 16}",3100,2014-03-07,2014-03-22,27075,27090,"(27075, 27090)","(35.859375, 54.84375)","(-9.122807017543881, 9.824561403508744)",16,3,2014,3132531.0
"{'time_range': (27096, 27119), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 24}",3101,2014-03-28,2014-04-20,27096,27119,"(27096, 27119)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",24,3,2014,3248551.0
"{'time_range': (27107, 27112), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 6}",3102,2014-04-08,2014-04-13,27107,27112,"(27107, 27112)","(43.59375, 54.84375)","(-9.824561403508792, -8.421052631578968)",6,4,2014,127803.0
"{'time_range': (27123, 27129), 'lat_range': (48.515625, 54.84375), 'lon_range': (-1.4035087719298485, 9.824561403508744), 'heatwave_length': 7}",3103,2014-04-24,2014-04-30,27123,27129,"(27123, 27129)","(48.515625, 54.84375)","(-1.4035087719298485, 9.824561403508744)",7,4,2014,545957.0
"{'time_range': (27128, 27147), 'lat_range': (35.859375, 53.4375), 'lon_range': (-9.824561403508792, 1.4035087719297996), 'heatwave_length': 20}",3104,2014-04-29,2014-05-18,27128,27147,"(27128, 27147)","(35.859375, 53.4375)","(-9.824561403508792, 1.4035087719297996)",20,4,2014,1740033.0
"{'time_range': (27129, 27131), 'lat_range': (49.21875, 53.4375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",3105,2014-04-30,2014-05-02,27129,27131,"(27129, 27131)","(49.21875, 53.4375)","(-9.824561403508792, -8.421052631578968)",3,4,2014,45849.0
"{'time_range': (27140, 27142), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",3106,2014-05-11,2014-05-13,27140,27142,"(27140, 27142)","(43.59375, 54.84375)","(-9.824561403508792, -8.421052631578968)",3,5,2014,127803.0
"{'time_range': (27145, 27154), 'lat_range': (40.078125, 54.84375), 'lon_range': (-0.7017543859649364, 9.824561403508744), 'heatwave_length': 10}",3107,2014-05-16,2014-05-25,27145,27154,"(27145, 27154)","(40.078125, 54.84375)","(-0.7017543859649364, 9.824561403508744)",10,5,2014,1302210.0
"{'time_range': (27165, 27168), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",3109,2014-06-05,2014-06-08,27165,27168,"(27165, 27168)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,6,2014,191705.0
